0x7c3658a520bf73cf707dfc057de4b97f5590edc3,1213459969528,23801461327240893600000,606708056829,0
0x3ee505ba316879d246a8fd2b3d7ee63b51b44fab,685897451564,23801461327240893600000,342936331212,0
0x85591bfabb18be044fa98d72f7093469c588483c,500002051638,23801461327240893600000,249991990488,0
0x461e76a4fe9f27605d4097a646837c32f1ccc31c,391099004379,23801461327240893600000,195542434801,0
0xcdf46720bdf30d6bd0912162677c865d4344b0ca,282633246481,23801461327240893600000,141311515892,0
0xbdfa4f4492dd7b7cf211209c4791af8d52bf5c50,258382942555,23801461327240893600000,129186802146,0
0xc3373905f94e16035f7e01fd5178586e5f478c81,247464233070,23801461327240893600000,123727644711,0
0x8e9a57bbcbf2df7d58130a55a697c4385af1044a,203179691224,23801461327240893600000,101586174036,0
0x39de56518e136d472ef9645e7d6e1f7c6c8ed37b,166600735226,23801461327240893600000,83297357040,0
0xbe9e8ec25866b21ba34e97b9393bcabbcb4a5c86,161908828629,23801461327240893600000,80951488527,0
0x193f0ee42a199a0cecd479a9f09ba293eb1ca357,101941068144,23801461327240893600000,50968691937,0
0xe9da0d4d2acc12bbb8543f300eaf0882ea3b4ef8,101028537682,23801461327240893600000,50512443196,0
0xa38cdb63c943e9481c9b87db5c80f5ac333d16ed,96894808978,23062380487002607331620,48445653543,0
0x4632ba70a622366493ce1662b975ddb85321c3b7,96069747473,22866003791964080639908,48033137700,0
0x54c6ac6d33a7478c81385556a472c5b41f9fd30b,95947011503,22836790837529916654911,47971771933,0
0x7eb9d67f9daea510399a1ee978b36e66626058d3,93366592534,22222613414542593472132,46681609078,0
0x4f5fe8da30c1c11fe537730940ced62ac37ea371,84015963445,19997027048070520994067,42006463505,0
0x601cc773c1cb38673be5cbc75ecb3a1b2a79afec,59270901944,14107340804508031006325,29634379912,0
0xa5caf360a187f5aea3ed346f251dff02f7825e20,58029229078,13811804517496197364038,29013565917,0
0x4f862899c42645bec4b73ab20e4d06688f592f6f,51415589429,12237661634116391987166,25706865605,0
0x667f2824c528587612fd4f5bfc40189263244b86,50612106149,12046420871956345321768,25305138484,0
0x7dba8b857e1b9293e74abac71577056d295bb998,44180871722,10515693096949737843342,22089637487,0
0x63095ce68ae2f6dc0a3e068d97f2d392c51ebd06,40149414847,9556147447922218590493,20073981900,0
0xcfea48cf6ba36e0328a6ead0fdb4c2642d21c59d,39938918697,9506046288184637608240,19968737629,0
0x7c5534e88f8a7b3f81290a4372d85dbd4b9b2ae2,31547753437,7508826333920864827963,0,1309598288440896
0xe968a888792b3c6ca4242a87445e2518f88f2e02,29716748997,7073020520234201136651,10180759267,388320203961640
0xdc6becc975b73e5f777c17a3f1f337d0fe2c1aac,29000125054,6902453549579307311827,14499538478,0
0xac5fcbed890eeeaabe00f1aa5a79e6ab252cc278,27665972486,6584905742060396046316,13832486303,0
0x263a13fbe5416661d8ff67c5d98624d1553900ae,25110634843,5976698041181322078866,12554863658,0
0xa12b6c47da747fabb2f5a8ddae2fd9b029dc4807,24805804080,5904143865012343736057,12402453785,0
0x70dadc7dcaaaeee9819addae6e3261f7ddc18f66,22515362795,5358985368339909357639,11257274532,0
0x1255e17fff07322231a4124bb455c85d20d0a2c4,22040245692,5245900554810257074136,11019724566,0
0x02ed9b4cf1c463b6bacfcf184e15cbe5e49fc47a,21893539356,5210982302982604989242,10946374049,0
0xb8c2c00cc883d087c0cbd443cec51a4d04f8b147,19987819159,4757393047288231017063,9993548388,0
0xf4b0400eb76fb71e111322360cea2efdc6be0bfb,19782900379,4708619383114277170237,9891092701,0
0xe81f8f98ae7d42e2dc28dea4302aaf62c6a5de02,17410618306,4143981582936113585839,8704994533,0
0x51fd44ba77b3066949b874f24c374819ef78809a,13609332745,3239220070196706537735,6804420444,0
0x49321256e60aa605fdd5abb85e96308ad0b19c5f,11622003710,2766206718486151894829,0,482448178032529
0x6d0bbe84eba47434a0004fc65797b87ef1c913b7,11080640677,2637354405546678538019,5540120105,0
0x7d54d807e9132fc34acde66de49b36d4f37e8e0c,11029511855,2625184998751274704019,2602960879,241738836737132
0xf039a64288e378c40e16eb94367a5679827e075b,10251409251,2439985208373960349565,5125519377,0
0x0db1f475e841948777eaaa6519efeb6e4d01648c,9374593420,2231290227447369478974,4687127306,0
0x2f24610415cddf5d230c19297f37df9c57b46afe,9234410438,2197924629199266416002,4617038348,0
0xad121bd193146e8f0463d6e613eb5139118e5507,9206817707,2191357156001171806509,4603242481,0
0xbddac3e91fb049bb369a40e8b6ddde0332117322,8698610698,2070396461291709158920,4349148160,0
0xc87d6fd2b03554bca205aac771ab67a041ee8902,7705474376,1834015503684096564141,3852597946,0
0x86219301a71c65a8f2c3e0ffce65bcdad7a01003,7648710375,1820504841938286930025,3824216971,0
0x32524b1df07d622d38319d81ea1c4f4a29187437,7525992764,1791296257214408013184,3762860383,0
0xde8764431aa67f37c135c4bf07dc32ae2b647d23,7361868324,1752232242099257329112,3680801129,0
0x47e84636928922ce8904c3d89bb92e0e3cd1bc63,7188475837,1710962296361611135218,3594108019,0
0x4d3db8180068107dbce28697537520ce85a3c52a,6739487893,1604096604506477135117,3369622160,0
0xf60f773494889f18fc7eabbcd5705334bb7cc6dc,5178356187,1232524445235591130129,2589084518,0
0x5d7666fbd993e92c8bebac5747a82ea2b8f8e5b3,5128450758,1220646223851962468315,2564132705,0
0x55589e6cb1d8f48dee149993754ed379ded2aff0,4905708344,1167630274324389662315,2452765523,0
0x06231f4222280e81e02efa6e68c2a9f1f442ee53,4796334165,1141597621407717431588,2398080410,0
0x5bee7135d309838166e62acd74db73ffb1d417c5,4248969110,1011316739523061584351,2124407774,0
0xe1a29af25dd37d1ad2db9cb47a6536b08fa6a20f,3670339434,873594420961982301974,1835103392,0
0xc325343fa3911a0d9983a3007d4dbf6cd03a393f,3616741791,860837398691024666073,1808305539,0
0xb7973c6d5209b1bf5c198789830b67d5fe340dad,3472282602,826454000687543835102,1736078555,0
0xf1253ae06a4e2c7051494631c67770f9010e8417,3361002948,799967816875646360957,1680440739,0
