0x7c3658a520bf73cf707dfc057de4b97f5590edc3,1213421918163,21531651499412982400000,606708056829,0,0
0xbe9e8ec25866b21ba34e97b9393bcabbcb4a5c86,812646919431,21531651499412982400000,406321516033,0,0
0x5c53ab3c18657b8ce08984a3426a83df84f710df,516419506686,21531651499412982400000,0,0,258163525310724278
0x85591bfabb18be044fa98d72f7093469c588483c,499986372702,21531651499412982400000,249991990488,0,0
0x93c8ab69af974e55f601c188f23499b8e92f81a6,499786679859,21531651499412982400000,249892144544,0,0
0x461e76a4fe9f27605d4097a646837c32f1ccc31c,391086740398,21531651499412982400000,195542434801,0,0
0xcdf46720bdf30d6bd0912162677c865d4344b0ca,282624383741,21531651499412982400000,141311515892,0,0
0xbdfa4f4492dd7b7cf211209c4791af8d52bf5c50,258374840249,21531651499412982400000,129186802146,0,0
0xc3373905f94e16035f7e01fd5178586e5f478c81,247456473150,21531651499412982400000,123727644711,0,0
0xe9da0d4d2acc12bbb8543f300eaf0882ea3b4ef8,193587752851,21531651499412982400000,96793413404,0,0
0x39de56518e136d472ef9645e7d6e1f7c6c8ed37b,166595511003,21531651499412982400000,83297357040,0,0
0x193f0ee42a199a0cecd479a9f09ba293eb1ca357,101937871502,21531651499412982400000,50968691937,0,0
0x8e9a57bbcbf2df7d58130a55a697c4385af1044a,101586659984,21531651499412982400000,50793087018,0,0
0x4632ba70a622366493ce1662b975ddb85321c3b7,96066734943,20684754574791555003139,48033137700,0,0
0x54c6ac6d33a7478c81385556a472c5b41f9fd30b,95944002822,20658328322219997147290,47971771933,0,0
0x7eb9d67f9daea510399a1ee978b36e66626058d3,93363664768,20102738924925982375806,46681609078,0,0
0x4f5fe8da30c1c11fe537730940ced62ac37ea371,84013328894,18089457190511711383046,42006463505,0,0
0x02ed9b4cf1c463b6bacfcf184e15cbe5e49fc47a,66754247416,14373291914669016058920,33376964046,0,0
0x601cc773c1cb38673be5cbc75ecb3a1b2a79afec,59269043342,12761603859435473414230,29634379912,0,0
0xa5caf360a187f5aea3ed346f251dff02f7825e20,58027409413,12494259568944724588921,29013565917,0,0
0x4f862899c42645bec4b73ab20e4d06688f592f6f,51413977153,11070278382571772700251,25706865605,0,0
0x667f2824c528587612fd4f5bfc40189263244b86,50610519067,10897280587550398850625,25305138484,0,0
0x7dba8b857e1b9293e74abac71577056d295bb998,44179486310,9512573026500068289770,22089637487,0,0
0xcfea48cf6ba36e0328a6ead0fdb4c2642d21c59d,39937666303,8599239125360452914772,19968737629,0,0
0x31ce3215280b13557849f79686814789499ebd22,37059306262,7979480672433972279804,18529564493,0,0
0xdc6becc975b73e5f777c17a3f1f337d0fe2c1aac,28999215676,6244010056919458640119,14499538478,0,0
0x0565978e02bb9bdae46d599a55ab1cbc0df45e9c,28443259811,6124303577577111723895,0,0,14219083766729267
0xe968a888792b3c6ca4242a87445e2518f88f2e02,28413018681,6117792162856027294651,10180759267,388320203961640,0
0x7c5534e88f8a7b3f81290a4372d85dbd4b9b2ae2,27153115261,5846514149232441849469,0,1309598288440896,0
0xa12b6c47da747fabb2f5a8ddae2fd9b029dc4807,24805026226,5340931801320312520368,12402453785,0,0
0x70dadc7dcaaaeee9819addae6e3261f7ddc18f66,22514656764,4847777430713492462215,11257274532,0,0
0x1255e17fff07322231a4124bb455c85d20d0a2c4,22039554560,4745480079882182335771,11019724566,0,0
0xf86a8847598d74dbcbc1120bb807a3c19f684d29,20288363783,4368419784688679978841,10144133366,0,0
0xb8c2c00cc883d087c0cbd443cec51a4d04f8b147,19987192386,4303572609070726452948,9993548388,0,0
0x81db2dfd33b24419f0f715e331f678411eb1ec30,19856655233,4275465804209510934010,9928280124,0,0
0x263a13fbe5416661d8ff67c5d98624d1553900ae,18832385574,4054923630819405192180,9416147744,0,0
0xbddac3e91fb049bb369a40e8b6ddde0332117322,18029633946,3882077947872581065521,9014773850,0,0
0x4db8ac0c360c40dfcb674c7129ed1b73e0d2e9c0,17721634834,3815760652455454394516,8860775031,0,0
0xf28570694a6c9cd0494955966ae75af61abf5a07,16921447513,3643467107155245319923,8460683284,0,0
0x9522fc0bd3451b518e4dde2de6926bc8f8df8dc2,14316328893,3082542044750528524724,7158130205,0,0
0x48ee69490345c7080240db090e65a4ae1049e16a,13638068177,2936501311123985294501,0,657765805933342,0
0x51fd44ba77b3066949b874f24c374819ef78809a,13608905987,2930222210003588631688,6804420444,0,0
